ID	Name	Glottocode	Family	Macroarea	Latitude	Longitude	Sounds	Consonants	Vowels	Clusters	Diphthongs	LongConsonants	LongVowels	Ratio	Phonemes
ndem1249-950	Ndemli	ndem1249	Atlantic-Congo	Africa	4.58061	10.2197	48	30	18	0	0	0	9	1.6666666666666667	b c d dʒ f h j k l m ⁿb n ⁿd ⁿt ⁿɟ p r s t ts tʃ w ŋ ⁿk ⁿg ɟ g ɣ ɲ ʔ a aː e eː i iː o oː u uː ø øː ɔ ɔː ɛ ɛː ʉ ʉː
mesc1238-951	Mescalero-Chiricahua Apache	mesc1238	Athabaskan-Eyak-Tlingit	North America	33.1291	-105.566	47	31	16	0	0	0	8	1.9375	h j k kʰ kʼ l m ⁿb n ⁿd p s t ts tsʰ tsʼ tɬ tɬʰ tɬʼ tʰ tʼ tʃ tʃʰ tʃʼ x z ɣ ɬ ʃ ʒ ʔ a aː ã ãː e eː ẽ ẽː i iː ĩ ĩː o oː õ õː
quec1382-952	Quechan	quec1382	Cochimi-Yuman	North America	32.7859	-114.599	38	28	10	0	0	0	5	2.8	c cʷ c̟ j k kʷ l̥ l̪ l̪ʲ m n n̪ʲ p r s ts t̪ t̪ʲ v w ç çʷ ð ɬʲ ɳ ʂ ʈ ʔ a aː e eː o oː u uː ɪ ɪː
nank1250-953	Nankina	nank1250	Nuclear Trans New Guinea	Papunesia	-5.80804	146.464	20	14	6	0	0	0	0	2.3333333333333335	b d dz j k m n p t ts w ŋ g β i u ɑ ɔ ɛ ʌ
nand1266-954	Nandi	nand1266	Nilotic	Africa	0.793737	35.408478	23	13	10	0	0	0	5	1.3	c j k l m n p s t w ŋ ɲ ɾ a aː e eː i iː o oː u uː
kima1246-955	Kimaama	kima1246	Kolopom	Papunesia	-8.01899	138.355	40	20	20	0	2	0	9	1.0	b d f h j k kʰ l m n p pʰ s t tɕ tʰ w ŋ ɲ ʔ a aː e eː i iə iː o oː u uə uː ɔ ɔː ə əː ɛ ɛː ɯ ɯː
naki1238-956	Naki	naki1238	Atlantic-Congo	Africa	6.62784	10.2378	44	36	8	0	0	0	0	4.5	b bʲ bʷ d dz dʒ dʒʷ f fʲ fʷ j k kp kʷ l m mʷ n s t ts tsʲ tsʷ tʷ tʃ tʃʷ w ŋ g gb gʷ ɲ ʃ ʃʲ ʃʷ ʒ a e i o u ɔ ə ɛ
mich1245-957	Michoacán Nahuatl	mich1245	Uto-Aztecan	North America	18.3412	-103.361	25	20	5	0	0	0	0	4.0	b d h j k kʷ l m n p r s t ts tʃ w g ɲ ʃ ʔ a e i o u
naga1394-958	Naga Pidgin	naga1394	Indo-European	Eurasia	25.2508	93.4438	47	26	21	0	15	0	0	1.2380952380952381	b bʱ d dʱ dʒ dʒʱ h j k kʰ l m n p pʰ s t tʰ tʃ tʃʰ w z ŋ g gʱ ɾ a ae̞ ai ao au e ei eu eə i i̯a i̯u i̯ɔ o oe̞ oi ou u ui u̯ə ɔ
ngos1238-959	Ngoshie	ngos1238	Atlantic-Congo	Africa	6.04616	9.83193	32	26	6	0	0	0	0	4.333333333333333	b d dz dʒ f k m ⁿb n ⁿd p r s t ts tʃ v z ŋ ⁿg g gʱ ɲ ʃ ʒ ʔ a i u ɔ ɛ ɨ
ngal1293-960	Ngalakgan	ngal1293	Gunwinyguan	Australia	-14.4281	134.716	26	17	9	0	0	0	0	1.8888888888888888	c j k l m n p t w ŋ ɭ ɲ ɳ ɹ ɾ ʈ ʔ a e i o u ɔ ɛ ɪ ʊ
nang1259-961	Nangikurrunggurr	nang1259	Southern Daly	Australia	-14.268	131.237	28	20	8	0	0	0	4	2.5	b c d f j k l m n p r t w ŋ ɕ g ɲ ɾ ʂ ʎ a aː e eː i iː u uː
ngom1272-962	Ngomba	ngom1272	Atlantic-Congo	Africa	5.63067	10.237	28	21	7	0	0	0	0	3.0	bv cç d dz f j k m n p pf s t ts w ç ŋ ɟʝ g ɲ ʔ a i u ɔ ə ɛ ʉ
ngom1271-963	Ngombale	ngom1271	Atlantic-Congo	Africa	5.70306	10.1446	56	37	19	0	0	0	7	1.9473684210526316	b bv bʱ d dz dʱ dʒ f h j k kʰ l m n p pf pʰ r s t ts tʰ tʃ v w z ŋ g gʱ gʷ ɣ ɰ ɲ ʃ ʒ β a e eː i iː o oː u uː ũ ɔ ɔː ə əː ə̃ ɛ ʉ ʉː ʉ̃
nuuc1236-964	Nuu-chah-nulth	nuuc1236	Wakashan	North America	49.67	-126.67	47	37	10	0	0	0	5	3.7	h j j̰ k kʷ kʼʷ kʼ m m̰ n n̰ p pʼ q qʷ qʼʷ qʼ s ts tsʼ tɬ tɬʼ tʃ tʃʼ t̪ t̪ʼ w w̰ x xʷ ħ ɬ ʃ ʔ ʡ χ χʷ a aː eː iː uː ɔ ɔː ɛ ɪ ʊ
nort2684-965	Northern Khmer	nort2684	Austroasiatic	Eurasia	14.4674	103.863	43	24	19	0	3	0	13	1.263157894736842	b d h j k kʰ l m m̩ n n̩ p pʰ s t tɕ tɕʰ tʰ w ŋ ŋ̍ ɲ ɽ ʔ aː e eː ia iː oː ua uː ɑː ɔː əː ɛ ɛː ɤː ɪ ɪː ɯa ɯː ʌː
nort2954-966	Northern Paiute	nort2954	Uto-Aztecan	North America	40.0799	-119.536	24	14	10	0	0	0	5	1.4	h j k kʷ m n p s t ts tʃ w ŋ ʔ a aː i iː u uː ɔ ɔː ɨ ɨː
nubi1253-967	Nubi	nubi1253	Afro-Asiatic	Africa	-0.183215	34.7552	35	30	5	0	0	0	0	6.0	b d dʒ f h j k l m n p q r s t tʃ v w x z ð ħ ŋ g ɱ ɲ ɾ ʃ ʔ θ e i o u ɑ
nuer1246-968	Nuer	nuer1246	Nilotic	Africa	8.13911	32.3829	48	20	28	0	0	0	14	0.7142857142857143	b c d d̪ j k l m n n̪ p r t t̪ w ŋ ɟ g ɦ ɲ a aː a̤ a̤ː i iː i̤ i̤ː o oː o̤ o̤ː ṳ ṳː æ̤ æ̤ː ɔ ɔː ɔ̤ ɔ̤ː ɛ ɛː ɛ̤ ɛ̤ː ɵ̤ ɵ̤ː ʊ̤ ʊ̤ː
elip1238-969	Elip	elip1238	Atlantic-Congo	Africa	4.45694	11.193	26	19	7	0	0	0	0	2.7142857142857144	b dʒ f h j k l m ⁿb n ⁿd p s t tʃ w ŋ g ɲ a e i o u ɔ ɛ
nyam1276-970	Nyamwezi	nyam1276	Atlantic-Congo	Africa	-5.08559	32.94452	50	36	14	0	0	0	7	2.5714285714285716	b d dʒ f h j k l m ⁿb m̥ n ⁿd ⁿs ⁿz ⁿdʒ ⁿtʃ n̥ ⁿʃ p s t tʃ v w z ŋ ⁿg ŋ̊ g ⁿv ⁿf ɲ ɲ̊ ʃ β a aː e eː i iː o oː u uː ɪ ɪː ʊ ʊː
nyeu1238-971	Nyeu	nyeu1238	Austroasiatic	Eurasia	14.8817	104.33	40	20	20	0	0	0	10	1.0	b c d f h j k kʰ l m n p pʰ s t tʰ w ŋ ɲ ʔ a aː e eː i iː o oː u uː ɑ ɑː ɔ ɔː ə əː ɛ ɛː ɨ ɨː
obol1243-972	Obolo	obol1243	Atlantic-Congo	Africa	4.62851	7.81985	34	22	12	0	0	0	6	1.8333333333333333	b d dʒ f j k kp kʷ l m n nʷ r s t tʃ w ŋ g gb gʷ ɲ a aː e eː i iː o oː u uː ɔ ɔː
mian1257-973	Mianmin	mian1257	Nuclear Trans New Guinea	Papunesia	-4.70881	141.523	21	13	8	0	4	0	0	1.625	b d f h j k m n s t w ŋ g a ai au e ei i ou u
faiw1243-974	Faiwol	faiw1243	Nuclear Trans New Guinea	Papunesia	-5.4967	141.656	20	12	8	0	3	0	0	1.5	b d f j k l m n s t w g a ai au e ei i o u
okuu1243-975	Oku	okuu1243	Atlantic-Congo	Africa	6.23712	10.5096	25	18	7	0	0	0	0	2.5714285714285716	b d dʒ f j k l m n s t tʃ v w z ŋ g ɣ a e i u ɔ ə ɛ
osse1243-976	Modern Ossetic	osse1243	Indo-European	Eurasia	42.98	44.61	39	30	9	0	0	0	0	3.3333333333333335	b dz dʒ d̪ f j k kʼ l m n p pʼ q r s ts tsʼ tʼ tʃ tʃʼ t̪ v w z g ʁ ʃ ʒ χ e i o u ɑ ə ɛ ɨ ɪ
pala1344-977	Palauan	pala1344	Austronesian	Papunesia	7.34138	134.476678	22	10	12	0	0	0	6	0.8333333333333334	b d̪ k l m r s t̪ ŋ ʔ a aː e eː i iː o oː u uː ə əː
orok1269-978	Orokaiva	orok1269	Nuclear Trans New Guinea	Papunesia	-8.79019	148.09	17	12	5	0	0	0	0	2.4	b d dz h k m n p s t ŋ g a e i o u
yill1241-979	Yil	yill1241	Nuclear Torricelli	Papunesia	-3.46501	142.178	23	12	11	0	4	0	0	1.0909090909090908	j k l m n p r s t w ŋ g a ai au ay e ei i o u y ə
ning1273-980	Ningil	ning1273	Nuclear Torricelli	Papunesia	-3.49733	142.251	21	14	7	0	0	0	0	2.0	j k l m n p r s t w ŋ g ɸ ʔ a i u ɔ ɛ ɨ ʌ
dobu1241-981	Dobu	dobu1241	Austronesian	Papunesia	-9.63239	150.825	24	19	5	0	0	0	0	3.8	b bʷ d j k kʷ l m mʷ n p pʷ s t w g gʷ ʔ ʔʷ a i u ɔ ɛ
samo1303-982	Samo	samo1303	East Strickland	Papunesia	-6.15496	142.195	18	12	6	0	0	0	0	2.0	b d f h j k l m s t w g a e i o u ɔ
urii1240-983	Uri	urii1240	Nuclear Trans New Guinea	Papunesia	-6.41993	146.608	24	16	8	0	0	0	2	2.0	b d f j k kʷ m n p s t w ŋ g gʷ ɾ a i iː o u uː ɛ ʌ
boik1241-984	Boikin	boik1241	Ndu	Papunesia	-3.68297	143.474	25	17	8	0	0	0	0	2.125	f h j k l̪ m n n̪ p r s t ts w ŋ g ɺ a e i o u æ ɒ ɨ
phai1238-985	Prai	phai1238	Austroasiatic	Eurasia	19.0383	101.218	35	17	18	0	0	0	9	0.9444444444444444	c h j k l m n p r t w ç ŋ ɓ ɗ ɲ ʔ a aː e eː i iː o oː u uː æ æː ɔ ɔː ə əː ɯ ɯː
mall1246-986	Mal	mall1246	Austroasiatic	Eurasia	19.273	101.204	39	17	22	0	4	0	9	0.7727272727272727	b c d j k l m n p s t w ŋ ɰ ɲ ɸ ʔ a aː e eː i ia ie iː o oː u ua uː æ æː ɔ ɔː ə əː ɯ ɯa ɯː
rama1270-987	Rama	rama1270	Chibchan	North America	11.5007	-83.8571	28	19	9	0	0	0	4	2.111111111111111	b d h j k kʷ l m n p r s t ts w z ŋ ŋʷ g a aː e eː i iː o u uː
matb1237-988	Matbat	matb1237	Austronesian	Papunesia	-1.8801	130.075	20	15	5	0	0	0	0	3.0	b d f h j k l m n p s t w ŋ g a e i o u
rund1242-989	Rundi	rund1242	Atlantic-Congo	Africa	-2.94	29.97	27	22	5	0	0	0	0	4.4	b d dz f h j k m n p pf r s t ts v w z g ɲ ʃ ʒ a e i o u
nyan1307-990	Nyankole	nyan1307	Atlantic-Congo	Africa	-0.46364	30.548	28	20	8	0	3	0	0	2.5	b d dʒ f h k m n p r s t tʃ v z ŋ g ɲ ʃ ʒ a ai e ei i o oi u
marw1260-991	Marwari (India)	marw1260	Indo-European	Eurasia	27.002	75.0656	46	36	10	0	2	0	0	3.6	b bʱ dz dʒ d̪ d̪ʱ h k kʰ l m mʱ n nʱ p pʰ s ts tʃ t̪ t̪ʰ v vʱ ŋ ɖ ɖʱ g gʱ ɭ ɲ ɳ ɽ ɾ ʈ ʈʰ ʝ a ai au e i o u ə ɪ ʊ
samb1305-992	Samba Leko	samb1305	Atlantic-Congo	Africa	8.19236	11.7366	31	22	9	0	0	0	0	2.4444444444444446	b d dʒ f j k kp l m n p s t v w z ŋ g gb ɲ ʔ ʝ a e i o u ɔ ə ɛ ɪ
sout2844-993	Southern Samo	sout2844	Mande	Africa	12.713	-2.9052	26	18	8	0	0	0	0	2.25	b d dʲ f j k l m n p s t tʲ w z g gʲ ɲ a e i o u ɔ ə ɛ
samr1245-994	Samre of Siem Reap	samr1245	Bookkeeping	Eurasia	13.479	103.978	41	20	21	0	3	0	9	0.9523809523809523	b c cʰ d h j k l m n p pʰ s t tʰ w ŋ ɲ ɹ ʔ a aː e eː i iə iː o oː u uə uː ɔ ɔː ə əː ɛ ɛː ɯ ɯə ɯː
saba1268-995	Sabanê	saba1268	Nambiquaran	South America	-12.9857	-60.335	18	13	5	0	0	0	0	2.6	h j k l m n p s t w ɓ ɗ ʔ a e i o u
saan1246-996	Saanich	saan1246	Salishan	North America	48.51614	-123.757114	40	35	5	0	0	0	0	7.0	h j j̰ k kʷ k̰ʷ l l̰ m m̰ n n̰ p p̰ q qʷ q̰ q̰ʷ s s̰ t ts̰ tʃ tʃ̰ t̰ w w̰ xʷ ŋ ŋ̰ ɬ ʃ ʔ χ χʷ a e i u ə
sasa1249-997	Sasak	sasa1249	Austronesian	Papunesia	-8.58349	116.284	30	19	11	0	6	0	0	1.7272727272727273	b d dʒ h j k l m n p r t tʃ w ç ŋ g ɲ ʔ ae ai au e i ia o oe u uə ə
sora1254-998	Sora	sora1254	Austroasiatic	Eurasia	19.1213	84.19	30	19	11	0	0	0	0	1.7272727272727273	b b̻ d̪ d̻ j k k̻ l m n̪ p p̻ r s t̪ ŋ g ɲ ɾ e i o u æ ɑ ə ɛ ɪ ʊ ʌ
sayu1241-999	Sayula Popoluca	sayu1241	Mixe-Zoque	North America	17.8606	-94.9531	25	19	6	0	0	0	0	3.1666666666666665	b d dʒ f j l m n p q r s t ts tʃ v w g ʃ a e i o u ʉ
seco1241-1000	Secoya	seco1241	Tucanoan	South America	-0.459785	-75.5547	18	12	6	0	0	0	0	2.0	d h j k kʷ m p s t w z ʔ a e i o u ɨ
taro1264-1001	Seediq	taro1264	Austronesian	Papunesia	23.9032	121.358	43	33	10	0	0	0	0	3.3	b d dʲ h j k l m n p q r rʲ s t ts tsʲ tʲ w z ð ħ ŋ ɟ g ɣ ɦ ɮ ɲ ɹ ɾ ʂ ʃ e i o u ɑ ə ɨ ɪ ɯ ʌ
seim1238-1002	Seimat	seim1238	Austronesian	Papunesia	-1.2666667	144.25	28	11	17	0	7	0	0	0.6470588235294118	h k l m n p s t̪ w x ŋ a ai au ã ei eu i iu ĩ oi ou u ũ ɔ ɔ̃ ɛ ɛ̃
seme1247-1003	Semelai	seme1247	Austroasiatic	Eurasia	2.82799	102.806	51	33	18	0	0	0	0	1.8333333333333333	b c cʰ d h j k kʰ l m m̥ n n̥ p pʰ r s t tʰ w z ŋ ŋ̊ ɟ g ɲ ʔ ˀj ˀl ˀm ˀn ˀr ˀɲ a ã e ẽ i ĩ o õ u ũ ɒ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ʉ
serr1255-1004	Serrano	serr1255	Uto-Aztecan	North America	33.9479	-116.772	42	33	9	0	0	0	0	3.6666666666666665	b d f h hʷ j k kʷ l lʲ m n n̺ p q qʷ r̺ s s̺ t tʃ ts̺ w x xʷ ŋ ŋʷ g ɲ ʃ ʔ χ χʷ a a˞ e i o o˞ u ɨ ɨ˞
shab1252-1005	Shabo	shab1252		Africa	7.64407	35.223	41	28	13	0	0	0	5	2.1538461538461537	b c c̰ d f h j k k̰ l m n p p̰ s t t̰ w ŋ ɓ ɗ ɟ g ɲ ɾ ʃ ʄ ʔ a aː e eː i iː o oː u uː ɔ ɪ ʌ
yawa1260-1006	Yawanawa	yawa1260	Pano-Tacanan	South America	-8.87563	-71.8199	18	14	4	0	0	0	0	3.5	f h j k m n p s t ts tʃ w ɾ ʂ a i u ɨ
mako1251-1007	Makonde	mako1251	Atlantic-Congo	Africa	-10.9906	39.5133	23	18	5	0	0	0	0	3.6	b d dʒ j k l m n p s t tʃ v w ŋ g ɲ ʃ a e i o u
shon1251-1008	Shona	shon1251	Atlantic-Congo	Africa	-17.20849	29.75725	42	37	5	0	0	0	0	7.4	b d dʒ d̪ f h j k m n̪ p r sʷ s̪ t tʃ t̪ v w x zʷ z̪ ç ŋ ɓ ɗ g ɣ ɦ ɬ ɮ ɲ ʃ ʋ ʒ ʝ β a e i o u
bamu1253-1009	Bamun	bamu1253	Atlantic-Congo	Africa	5.49017	10.8477	38	28	10	0	0	0	0	2.8	b d dʒ f h j k kp kx l m n p s t v w x z ŋ g gb ɱ ɲ ɾ ʃ ʒ ʔ a e i o u ɔ ə ɛ ɨ ʉ
siar1238-1010	Siar-Lak	siar1238	Austronesian	Papunesia	-4.62059	152.892	22	15	7	0	0	0	0	2.142857142857143	b d j k l m n p r s t w ŋ g ɸ e e̝ i o o̝ u ɑ
sera1259-1011	Saraiki	sera1259	Indo-European	Eurasia	29.5534	71.906	83	48	35	0	17	0	0	1.3714285714285714	b bʱ c cʰ d̪ d̪ʱ f h j k kʰ l lʱ m mʱ n nʱ p pʰ s t̪ t̪ʰ v vʱ x z ŋ ɓ ɖ ɖʱ ɗ ɟ ɟʱ ɠ g gʱ ɣ ɲ ɳ ɳʱ ɽ ɽʱ ɾʱ ɾ̪ ʃ ʄ ʈ ʈʰ a ae ai ã e ea ẽ i ia iã ĩ o oi õ u ua uẽ ui ũ æ æe æ̃ ɪ ɪa ɪã ɪʌ ɪ̃ ʊ ʊa ʊe ʊi ʊ̃ ʌ ʌi ʌ̃
shaw1249-1012	Shawnee	shaw1249	Algic	North America	40.0	-83.0	19	13	6	0	0	1	2	2.1666666666666665	j k kː l m n p t tʃ w ʃ ʔ θ a aː e i iː o
nucl1634-1013	Skou	nucl1634	Sko	Papunesia	-2.64378	140.902	20	13	7	0	0	0	0	1.8571428571428572	b f h j k l m n p r t w ɟ a i u ø ɔ ɛ ʉ
aheu1239-1014	Thavung	aheu1239	Austroasiatic	Eurasia	17.7655	104.229	72	22	50	0	6	0	22	0.44	b c cʰ d f h j k kʰ l m n p pʰ s t tʰ w ŋ ɲ ɾ ʔ a aː a̤ a̤ː e eː e̤ e̤ː i ia iː i̤ i̤a i̤ː o oː o̤ o̤ː u ua uː ṳ ṳa ṳː ɑ ɑː ɑ̤ ɑ̤ː ɔ ɔː ɔ̤ ɔ̤ː ɛ ɛː ɛ̤ ɛ̤ː ɤ ɤː ɤ̤ ɤ̤ː ɯ ɯa ɯː ɯ̤ ɯ̤a ɯ̤ː ʌ ʌː ʌ̤ ʌ̤ː
sout2856-1015	South Efate	sout2856	Austronesian	Papunesia	-17.7006	168.377	20	15	5	0	0	0	0	3.0	f j k kp l m n ⁿdʳ p r s t w ŋ ŋm a e i o u
spok1245-1016	Spokane	spok1245	Salishan	North America	47.9087	-118.062	43	38	5	0	0	0	0	7.6	h j j̰ kʷ k̰ʷ l l̰ m m̰ n n̰ p p̰ q qʷ q̰ q̰ʷ r r̰ s t ts ts̰ tʃ tʃ̰ t̰ w w̰ xʷ ɬ ʃ ʔ ʕ ʕʷ ʕ̰ ʕ̰ʷ χ χʷ a e i o u
sata1237-1018	Satawalese	sata1237	Austronesian	Papunesia	7.36084	147.038	42	29	13	0	0	13	5	2.230769230769231	f fː j k kː m mʷˠ mʷˠː mː n nː p pʷˠ pʷˠː pː r rː s sː tʃ tʃː t̪ t̪ː w ŋ ŋː g ɻ ɻː a aː i iː oː u uː æ ɒ ɛ ɛː ɞ ʉ
ulwa1239-1019	Ulwa	ulwa1239	Misumalpan	North America	12.932292	-83.581467	28	22	6	0	0	0	3	3.6666666666666665	b d h j j̊ k l l̥ m m̥ n n̥ p r r̥ s t w w̥ ŋ ŋ̊ g a aː i iː u uː
hupd1244-1020	Hup	hupd1244	Naduhup	South America	0.58622	-69.8359	29	20	9	0	0	0	0	2.2222222222222223	b b̰ c d d̰ h j j̰ k p p̰ t w w̰ ç ɟ ɟ̰̩ g g̰ ʔ a e i o u æ ɔ ə ɨ
chim1300-1021	Chimalapa Zoque	chim1300	Mixe-Zoque	North America	16.6543	-94.6913	26	20	6	0	0	0	0	3.3333333333333335	b d f h j k l m n p r s t ts tʃ w ŋ g ʃ ʔ a e i o u ə
loxi1235-1022	Loxicha Zapotec	loxi1235	Otomanguean	North America	15.8442	-96.6997	30	23	7	0	0	0	0	3.2857142857142856	j k m n̪ p r̃ ts̪ t̪ w x z ð ŋ ɣ ɣʷ ɭ ɲ ɾ ʂ ʈʂ ʐ β θ a e i o u ɔ ɛ
yuki1243-1023	Northern Yukian	yuki1243	Yuki-Wappo	North America	39.8389	-123.296	30	24	6	0	0	0	0	4.0	c c̰ h j j̰ k k̰ l l̰ m m̰ n̰ p p̰ s s̰ t t̪ t̪ʼ t̰ w w̰ ç ʔ a e i o u ə
yape1248-1024	Yapese	yape1248	Austronesian	Papunesia	9.55811	138.125	44	28	16	0	0	0	8	1.75	f f̰ h j k k̰ l̰ m m̰ n n̰ p p̰ r s t tʃ t̰ w w̰ x ð ŋ ŋ̰ ʔ β θ θ̰ a aː eː iː æ æː œ œː ɑː ɔ ɔː ɛ ɪ ʊ ʊː ʌ
yuro1248-1025	Yurok	yuro1248	Algic	North America	41.3262	-123.824	35	23	12	0	0	0	6	1.9166666666666667	h j k kʷ k̰ k̰ʷ l m n̪ p p̰ r s tʃ tʃ̰ t̪ t̰ w x ɣ ɬ ʃ ʔ a aː e eː i iː o oː u uː ə əː
yura1255-1026	Yuracaré	yura1255		South America	-16.7479	-65.1224	25	18	7	0	0	0	0	2.5714285714285716	b d dʲ h j k l m n p s t tʃ w ɲ ɹ̝ ʃ ʔ a e i o u æ ɨ
sout2750-1027	Southern Yukaghir	sout2750	Yukaghir	Eurasia	64.218	154.375	33	21	12	0	0	0	6	1.75	dʒ d̪ j k l m n p q r tʃ t̪ w ŋ g ɲ ʁ ʃ ʎ ʒ ʔ a aː e eː i iː o oː u uː ø øː
wamb1259-1029	Wambon	wamb1259	Nuclear Trans New Guinea	Papunesia	-5.44334	140.48	26	16	10	0	5	0	0	1.6	dʒ h j k l m ⁿb n ⁿd p s t w ⁿg ɣ β a ai au e ei i o oi u ui
wash1253-1030	Washo	wash1253		North America	38.8184	-119.64	32	26	6	0	0	0	0	4.333333333333333	b d dz h j j̊ k k̰ l l̥ m m̥ n p p̰ s t t̰ ts̰ w w̥ ŋ ŋ̊ g ʃ ʔ a e i o u ɨ
waya1269-1031	Wayana	waya1269	Cariban	South America	2.77537	-54.4429	16	9	7	0	0	0	0	1.2857142857142858	h j k m n p t w ɽ a e i o u ə ɨ
woge1237-1032	Wogeo	woge1237	Austronesian	Papunesia	-3.20238	144.089	20	15	5	0	0	0	0	3.0	b d̪ f j k l̪ m n̪ r s t̪ v ŋ g ɲ a e i o u
huar1255-1033	Huarijio	huar1255	Uto-Aztecan	North America	27.8685	-108.437	26	12	14	0	9	0	0	0.8571428571428571	h j k m n p s t tʃ w ɾ ʔ a ai au e ei i ia ie o oi u ua ue ui
vaii1241-1034	Vai	vaii1241	Mande	Africa	7.05085	-11.3262	39	28	11	0	0	0	0	2.5454545454545454	b c d f h j k kp l m ⁿb n ⁿd p s t v w z ŋ ⁿgb ⁿg ɓ ɟ g gb ɲ ⁿɟ a ã e i ĩ o u ɔ ɔ̃ ɛ ɛ̃
ukra1253-1035	Ukrainian	ukra1253	Indo-European	Eurasia	49.796	29.945	30	24	6	0	0	0	0	4.0	b dʒ d̪ dz̪ f h j k l̪ m n̪ p r̪ s̪ tʃ t̪ ts̪ v w x z̪ g ʃ ʒ a i u ɔ ɛ ɪ
phal1254-1036	Palula	phal1254	Indo-European	Eurasia	35.5096	71.8421	40	30	10	0	0	0	5	3.0	b d̪ f h j k l m n̪ p q r s ts tɕ t̪ w x z ɕ ɖ g ɣ ɳ ɽ ʂ ʈ ʈʂ ʐ ʑ a aː e eː i iː o oː u uː
east2440-1037	East Makian	east2440	Austronesian	Papunesia	0.07337	127.423	24	19	5	0	0	0	0	3.8	b d dʒ f h j k l m n p r s t tʃ w ŋ g ʔ a e i o u
tapi1253-1038	Tapieté	tapi1253	Tupian	South America	-21.4169	-62.684	27	15	12	0	0	0	0	1.25	dʒ h k kʷ ⁿb ⁿd p s t tʃ w ⁿg ɾ ʃ ʔ a ã e ẽ i ĩ o õ u ũ ɨ ɨ̃
baru1269-1039	Baruga	baru1269	Nuclear Trans New Guinea	Papunesia	-9.40132	148.761	24	14	10	0	0	0	0	1.4	b d dʒ j k m n s t g ɣ ɸ ɾ β a ã e ẽ i ĩ o õ u ũ
tatu1247-1040	Tatuyo	tatu1247	Tucanoan	South America	0.55582	-70.5327	17	11	6	0	0	0	0	1.8333333333333333	b d h j k p r s t w g a e i o u ʉ
tagw1240-1041	Tagwana Senoufo	tagw1240	Atlantic-Congo	Africa	8.67053	-5.17372	45	23	22	0	0	0	11	1.0454545454545454	b c d f h j k kp l m n p s t v w z ŋ ŋm ɟ g gb ɲ ã ãː e eː i iː ĩ ĩː o oː u uː ũ ũː ɔ ɔː ɔ̃ ɔ̃ː ɛ ɛː ɛ̃ ɛ̃ː
maza1291-1042	Mazanderani	maza1291	Indo-European	Eurasia	36.241	52.3009	29	22	7	0	0	0	0	3.142857142857143	b d dʒ f h j k l̪ m n̪ p q r s t tʃ v x z g ʃ ʒ a e i o u ɑ ɛ
paok1235-1043	Pa'o Karen	paok1235	Sino-Tibetan	Eurasia	20.211	97.5969	31	20	11	0	2	0	0	1.8181818181818181	b c cʰ d h j k kʰ l m n p pʰ r s t tʰ w ŋ ʔ a ai au e i o u ɔ ə ɛ ʉ
tern1247-1044	Ternate	tern1247	North Halmahera	Papunesia	0.80562	127.333	25	20	5	0	0	0	0	4.0	b d dʒ f h j k l m n p s t tʃ w ŋ g ɲ ɾ ʔ a e i o u
toba1269-1045	Toba	toba1269	Guaicuruan	South America	-23.77	-61.96	28	21	7	0	0	0	3	3.0	b d dʒ h j kʰ l̪ m n̪ pʰ qʰ s tʰ tʃ w g ɲ ɾ ʃ ʎ ʔ a aː i o oː ɛ ɛː
east2295-1049	Eastern Yiddish	east2295	Indo-European	Eurasia	51.75	19.42	47	38	9	0	3	0	0	4.222222222222222	b d dz dzʲ dʲ dʒ dʒʲ f h j k l m n nʲ p r s sʲ t ts tsʲ tʲ tʃ tʃʲ v x z zʲ ŋ g ɣ ɾ ʀ ʃ ʎ ʒ ʔ a aɛ ɔ ɔɛ ɛ ɛɪ ɜ ɪ ʊ
dutc1256-1050	Dutch	dutc1256	Indo-European	Eurasia	52.0	5.0	39	24	15	0	3	0	5	1.6	b d f j k l m n p s t v w x z ŋ ɣ ɦ ɲ ʀ ʃ ʎ ʒ ʔ aː eː i oː u yː øː œy ɑ ɔ ɔu ɛ ɛi̯ ɪ ʏ
malo1243-1051	Tamambo	malo1243	Austronesian	Papunesia	-15.6835	167.16	21	16	5	0	0	0	0	3.2	k l m ⁿb ⁿbʷ mʷ n ⁿd ⁿɟ r s t x ŋ β βʷ a e i o u
gayo1244-1052	Gayo	gayo1244	Austronesian	Papunesia	4.3733	97.3456	27	19	8	0	0	0	0	2.375	b d dʒ h j k l m n p r s t tʃ w ŋ g ɲ ʔ a e i o u ɔ ə ɛ
jama1262-1053	Jamaican Creole English	jama1262	Indo-European	North America	18.13	-77.2612	33	21	12	0	4	0	3	1.75	b d dʒ f h j k l m n p s t tʃ v w z ŋ g ɹ ʃ a ai au aː e i ia iː o u ua uː
mamb1294-1054	Mambai	mamb1294	Atlantic-Congo	Africa	9.6121	14.0013	50	26	24	0	0	0	8	1.0833333333333333	b d f h j k kp l m n p s t v w z ŋ ɓ g gb ɽ ʔ ˀj̰ ˀw̰ ᶑ ⱱ̟ a aː ã ãː a̰ ã̰ e eː ḛ i iː ĩ ĩː ḭ ḭ̃ o oː o̰ u uː ũ ũː ṵ ṵ̃
